"state","year","electricity_price","carbon_emissions","customers","retail_sales","total_electricity"
"South Carolina",2008,5.37,42.342485,2415476.41666667,80650.57201,100978.00477
"South Carolina",2007,4.83,42.217518,NA,81948.158,103402.14166
"South Carolina",2006,4.71,40.416413,NA,80877.32099,99267.60575
"South Carolina",2005,4.55,40.431552,NA,81254.088,102514.66484
"South Carolina",2004,4.13,39.423917,NA,79908.34001,97939.92907
"South Carolina",2003,4,36.171501,NA,77054.09799,93772.677
"South Carolina",2002,3.85,35.978229,NA,77819.39199,96563.498
"South Carolina",2001,3.86,35.258176,NA,74832.367,89158.987
"South Dakota",2020,7.85,NA,491355.5,12497.52174,17038.87541
"South Dakota",2019,7.81,NA,481346.916666667,12868.93098,14506.6467
"South Dakota",2018,7.77,NA,476173.666666667,12856.93799,12616.39568
"South Dakota",2017,7.84,2.458358,471713.5,12313.67503,10935.71884
"South Dakota",2016,7.57,2.636644,466783.583333333,12129.53003,11524.18372
"South Dakota",2015,7.37,1.913586,461992.5,12101.97901,9633.03252
"South Dakota",2014,6.99,3.043579,458240.166666667,12354.72602,10995.23976
"South Dakota",2013,6.97,3.176863,454045.5,12209.79899,10108.8865
"South Dakota",2012,6.57,3.215566,450394.416666667,11734.21,11473.397
"South Dakota",2011,6.2,2.863329,445929.583333333,11679.60002,11998.8855
"South Dakota",2010,6.07,3.551269,440130.25,11356.14901,10049.63613
"South Dakota",2009,5.65,3.423518,436222.833333333,11010.11799,8196.531
"South Dakota",2008,5.31,3.944757,431509.416666667,10974.08599,7082.67154
"South Dakota",2007,5.09,3.020592,NA,10603.301,6136.60451
"South Dakota",2006,4.84,3.52505,NA,10056.38699,7132.243
"South Dakota",2005,4.95,3.305787,NA,9811.01702,6520.769
"South Dakota",2004,4.59,3.888562,NA,9213.844,7510.21399
"South Dakota",2003,4.51,3.656683,NA,9079.98999,7943.837
"South Dakota",2002,4.54,3.395293,NA,8936.80099,7721.958
"South Dakota",2001,4.46,3.892007,NA,8626.99901,7400.743
"Tennessee",2020,5.35,NA,3516669,94596.26561,77514.12482
"Tennessee",2019,5.68,NA,3413427.83333333,99829.10001,82327.10878
"Tennessee",2018,5.68,NA,3375559.16666667,102911.18298,81554.91652
"Tennessee",2017,5.83,32.222041,3333175.91666667,97239.88498,79046.22231
"Tennessee",2016,5.68,36.232235,3293514.5,100758.43902,79340.63331
"Tennessee",2015,6.17,33.884236,3260709.33333333,99632.10795,75214.63614
"Tennessee",2014,6.4,37.502926,3229997.08333333,100219.22999,79506.88648
"Tennessee",2013,6.29,33.948846,3209113.75,96944.013,79651.61943
"Tennessee",2012,7.08,37.652844,3189566.16666667,96381.47196,77724.2638
"Tennessee",2011,7.23,40.956923,3174126.5,100733.329,81103.86222
"Tennessee",2010,6.58,43.755781,3166475.66666667,103521.53701,82348.62483
"Tennessee",2009,6.76,39.447796,3153911.91666667,94909.84402,79716.88865
"Tennessee",2008,6.29,54.35747,3147934.5,104169.77899,90663.31248
"Tennessee",2007,5.19,57.188511,NA,106716.93399,95113.40875
"Tennessee",2006,5.17,57.565431,NA,103931.74401,93911.1016
"Tennessee",2005,4.73,55.512904,NA,103905.42101,97117.16522
"Tennessee",2004,4.46,54.06841,NA,99660.66499,97594.54187
"Tennessee",2003,4.29,51.456419,NA,97455.80801,92221.791
"Tennessee",2002,4.15,54.530361,NA,98233.027,96114.262
"Tennessee",2001,4.05,56.944257,NA,96130.71801,96221.976
"Texas",2020,5.17,NA,13031030.8333333,409366.74466,475491.40854
"Texas",2019,5.45,NA,13136170.3333333,429343.40403,483201.03065
"Texas",2018,5.39,NA,12865639.3333333,424418.62798,477352.42459
"Texas",2017,5.35,212.394021,12439059.4166667,401880.37402,452794.36521
"Texas",2016,5.33,208.95673,12074527.6666667,398661.8088,454047.59107
"Texas",2015,5.59,215.065169,11849712.1666667,392337.354,449826.33597
"Texas",2014,6.16,226.495465,11672971.1666667,389669.82,437629.66787
"Texas",2013,5.81,227.903929,11416988.9166667,378817.25403,433380.16569
"Texas",2012,5.57,223.691526,11249628.25,365104.131,429812.50979
"Texas",2011,6.24,239.545506,11084137.8333333,376065.11601,435476.92358
"Texas",2010,6.44,222.035179,11124031.5,358457.55,411695.0462
"Texas",2009,6.74,218.075201,11063926.3333333,345351.41997,397167.9095
"Texas",2008,8.79,228.939894,11040947.5833333,347814.64703,404787.78097
"Texas",2007,7.79,231.155348,NA,343828.58201,405492.29554
"Texas",2006,7.82,228.469869,NA,342724.21299,400582.87774
"Texas",2005,7.14,230.714088,NA,334258.262,396668.72216
"Texas",2004,5.87,226.207709,NA,320614.83999,390299.1323
"Texas",2003,5.27,227.088359,NA,322685.95499,379199.685
"Texas",2002,4.66,226.954177,NA,320845.84901,385628.542
"Texas",2001,5.27,220.229942,NA,318044.17399,372580.002
"Utah",2020,5.88,NA,1258272.58333333,31082.67479,37107.96985
"Utah",2019,5.98,NA,1258571.58333333,31142.56502,39117.0334
"Utah",2018,5.9,NA,1230873.58333333,31242.40799,39375.42428
"Utah",2017,6.13,27.43354,1199991.41666667,30589.02103,37411.87622
"Utah",2016,6.33,27.734516,1175932.91666667,30179.53402,38133.92799
"Utah",2015,6.17,33.198356,1152720.91666667,30192.35,41949.1203
"Utah",2014,6.08,34.760347,1127984.5,30043.01902,43784.52588
"Utah",2013,5.87,35.257452,1107082.16666667,30474.03402,42516.75082
"Utah",2012,5.62,32.086254,1091353.25,29723.368,39402.96075
"Utah",2011,5.1,33.986505,1078211.5,28858.94599,40836.15001
"Utah",2010,4.93,35.13977,1068380.08333333,28044.001,42249.35459
"Utah",2009,4.81,36.098696,1059409.66666667,27586.70001,43542.94558
"Utah",2008,4.59,39.034711,1049410.83333333,28191.51102,46578.76263
"Utah",2007,4.52,38.494061,NA,27785.447,45372.57471
"Utah",2006,4.21,36.629217,NA,26365.71602,41263.32391
"Utah",2005,4.24,36.248162,NA,25000.498,38165.13087
"Utah",2004,4.01,35.616546,NA,24511.70401,38211.97746
"Utah",2003,3.79,35.580765,NA,23860.35,38023.666
"Utah",2002,3.84,34.516753,NA,23267.188,36608.003
"Utah",2001,3.53,33.211624,NA,23217.30799,35853.75
"Vermont",2020,10.98,NA,377751.666666667,5294.97451,2366.35007
"Vermont",2019,11.05,NA,374743.333333333,5427.66399,2289.798
"Vermont",2018,10.66,NA,372377.833333333,5530.94802,2178.91519
"Vermont",2017,10.21,0.00069,370244.416666667,5423.66201,2141.38837
"Vermont",2016,10.23,0.004088,368070.166666667,5516.45,1911.20709
"Vermont",2015,10.27,0.003036,365899.833333333,5521.10901,1982.04747
"Vermont",2014,10.23,0.005202,363607.833333333,5569.861,7031.39397
"Vermont",2013,10.84,0.005699,363263.916666667,5587.712,6884.91
"Vermont",2012,9.98,0.003277,360456.166666667,5510.76401,6611.78611
"Vermont",2011,9.83,0.005748,360008.416666667,5550.18401,6776.21881
"Vermont",2010,9.53,0.005261,358672.333333333,5594.83302,6619.99
"Vermont",2009,9.21,0.005101,357221.666666667,5496.51299,7282.34831
"Vermont",2008,9.19,0.005201,356130.25,5741.20401,6820.21596
"Vermont",2007,8.92,0.00511,NA,5864.006,5823.58151
"Vermont",2006,8.33,0.005083,NA,5795.02901,7084.34367
"Vermont",2005,7.77,0.006659,NA,5883.05301,5716.75462
"Vermont",2004,7.96,0.021851,NA,5663.772,5470.37877
"Vermont",2003,8.05,0.025784,NA,5352.42901,6027.962
"Vermont",2002,7.9,0.015256,NA,5629.26301,5456.19
"Vermont",2001,7.89,0.043368,NA,5585.446,5480.614
"Virginia",2020,6.48,NA,3964591.33333333,115585.02093,102265.106
"Virginia",2019,6.85,NA,3902573.75,118435.37998,96827.6393
"Virginia",2018,6.86,NA,3866337.16666667,118166.34803,95509.12101
"Virginia",2017,6.51,28.538835,3824476.58333333,111529.73202,90417.14889
"Virginia",2016,6.56,33.780345,3797569.91666667,112280.66502,92554.87591
"Virginia",2015,6.95,32.031649,3764165.25,112009.04499,84411.59208
"Virginia",2014,6.89,30.534199,3730257.91666667,112098.38099,77137.43841
"Virginia",2013,6.63,31.101535,3699796.08333333,110511.82702,76896.56506
"Virginia",2012,6.72,25.322959,3671543.08333333,107794.98502,70739.23494
"Virginia",2011,6.49,28.740916,3643614.5,110228.265,66670.85907
"Virginia",2010,6.66,34.560965,3684290.75,113806.135,72966.45599
"Virginia",2009,6.91,31.6084,3601855.58333333,108462.463,70082.06606
"Virginia",2008,5.82,36.81885,3578880.58333333,110106.337,72678.5314
"Virginia",2007,5.07,42.179743,NA,111569.55202,78360.5071
"Virginia",2006,4.69,37.55601,NA,106721.241,73069.53671
"Virginia",2005,4.46,42.226181,NA,108849.55199,78943.04496
"Virginia",2004,4.27,41.460775,NA,105424.17301,78900.03996
"Virginia",2003,4.23,41.760082,NA,101509.73099,75309.42
"Virginia",2002,4.13,42.110369,NA,100618.57,75005.651
"Virginia",2001,4.16,42.980739,NA,96453.17501,74104.75
"Washington",2020,5.13,NA,3588810.58333333,85233.47842,114202.78264
"Washington",2019,4.8,NA,3542167,91052.79597,106463.60821
"Washington",2018,4.71,NA,3488523.16666667,90005.79099,116756.72859
"Washington",2017,4.6,10.381072,3446528,91948.17202,115912.07762
"Washington",2016,4.43,9.587778,3382668.41666667,88885.31599,114086.58224
"Washington",2015,4.35,10.883269,3340019.08333333,90116.08599,109287.45791
"Washington",2014,4.32,11.742512,3297231.16666667,92140.77699,116334.36251
"Washington",2013,4.23,11.730406,3268669.41666667,92882.72299,114172.91623
"Washington",2012,4.13,6.233271,3236478.5,92336.44096,116835.47343
"Washington",2011,4.09,7.419738,3219659,93724.91702,115262.60082
"Washington",2010,4.08,13.169529,3206582.58333333,90379.97002,103472.72898
"Washington",2009,4.4,12.710573,3188958.25,90210.00198,104470.13259
"Washington",2008,4.52,12.847854,3164911,87332.88401,110828.45104
"Washington",2007,4.57,11.961571,NA,85741.94699,106990.21654
"Washington",2006,4.44,9.627408,NA,85033.335,108203.15532
"Washington",2005,4.27,14.181726,NA,83425.2,101965.85033
"Washington",2004,4.28,14.154537,NA,79981.60801,102165.05213
"Washington",2003,4.76,14.19662,NA,78133.50099,100094.691
"Washington",2002,4.88,11.532645,NA,75403.856,102765.048
"Washington",2001,4.75,14.077849,NA,78495.24701,83048.669
"West Virginia",2020,6.09,NA,1020199,32077.74171,56758.04541
"West Virginia",2019,6.02,NA,1014451.91666667,33247.013,63925.63866
"West Virginia",2018,6.4,NA,1015029.91666667,33646.81301,67249.02477
"West Virginia",2017,6.64,65.944678,1014440.33333333,31709.01901,73357.08017
"West Virginia",2016,6.57,69.569935,1014790.58333333,32076.146,75942.96757
"West Virginia",2015,6.09,66.752275,1014961.75,32303.026,72295.2689
"West Virginia",2014,5.87,74.202441,1015709.83333333,32696.10601,81059.57667
"West Virginia",2013,6.2,69.479104,1015472,31399.85001,75863.06664
"West Virginia",2012,6.33,67.671338,1016834.16666667,30817.24101,73413.4047
"West Virginia",2011,6.18,72.811167,1018447.25,31238.75301,78999.62354
"West Virginia",2010,5.86,75.112512,1017502.66666667,32031.80301,80788.94723
"West Virginia",2009,5.24,66.625137,1014508.25,30271.32901,70782.5143
"West Virginia",2008,4.2,85.394983,1011420.25,34221.10302,91123.09661
"West Virginia",2007,3.95,87.815129,NA,34183.83901,93933.10909
"West Virginia",2006,3.71,86.457787,NA,32312.12599,93815.80421
"West Virginia",2005,3.85,86.184078,NA,30152.06899,93626.28529
"West Virginia",2004,3.83,83.048659,NA,28918.61201,89749.56171
"West Virginia",2003,3.81,86.982516,NA,28296.99301,94711.554
"West Virginia",2002,3.81,87.769377,NA,28463.12201,94761.751
"West Virginia",2001,3.74,75.584344,NA,27669.432,81836.725
"Wisconsin",2020,7.71,NA,3137523.75,67543.89358,60934.97029
"Wisconsin",2019,7.31,NA,3082367.58333333,69157.54,62774.29877
"Wisconsin",2018,7.33,NA,3060584.75,70959.54899,65936.80343
"Wisconsin",2017,7.49,41.146427,3038709,69079.10898,65107.33275
"Wisconsin",2016,7.49,38.900802,3017146.25,69736.33799,64966.61115
"Wisconsin",2015,7.58,41.953683,3000203,68698.93192,66360.18322
"Wisconsin",2014,7.52,40.138666,2982787.25,69494.755,61064.79568
"Wisconsin",2013,7.4,43.759428,2966036.75,69124.04298,65962.79179
"Wisconsin",2012,7.34,37.418746,2955630.66666667,68820.08992,63750.93789
"Wisconsin",2011,7.33,42.252958,2947013.91666667,68611.62202,63289.34377
"Wisconsin",2010,6.85,43.05333,2937598.33333333,68752.41703,64314.06709
"Wisconsin",2009,6.73,39.9556,2930522.66666667,66286.439,59959.06041
"Wisconsin",2008,6.51,44.83522,2918110.83333333,70121.82703,63479.55495
"Wisconsin",2007,6.16,44.29931,NA,71301.29999,63390.6297
"Wisconsin",2006,5.85,43.510032,NA,69820.74901,61639.84347
"Wisconsin",2005,5.39,49.242215,NA,70335.683,61824.66358
"Wisconsin",2004,4.93,45.245421,NA,67975.709,60444.93342
"Wisconsin",2003,4.71,44.048413,NA,67241.49402,60122.425
"Wisconsin",2002,4.43,44.123904,NA,66999.296,58431.438
"Wisconsin",2001,4.36,44.365817,NA,65218.29301,58763.431
"Wyoming",2020,6.84,NA,348385.333333333,15330.41947,41650.45014
"Wyoming",2019,6.73,NA,344497.666666667,16763.496,42145.65634
"Wyoming",2018,6.71,NA,341684,16864.678,46112.13594
"Wyoming",2017,6.92,40.831575,339365.916666667,16778.06698,46741.84595
"Wyoming",2016,6.92,40.719695,337737.583333333,16554.87001,46656.63013
"Wyoming",2015,6.76,43.815144,336471.916666667,16924.76201,48966.5191
"Wyoming",2014,6.61,43.719806,334215.916666667,17134.07502,49696.18336
"Wyoming",2013,6.42,46.748038,331754.083333333,17053.514,52483.0654
"Wyoming",2012,6.03,43.8647,329621.333333333,16971.354,49588.60621
"Wyoming",2011,5.41,41.572891,327463.666666667,17417.76199,47638.47083
"Wyoming",2010,4.98,43.313956,326022.083333333,17113.45799,48119.25384
"Wyoming",2009,4.83,42.401825,323663.083333333,16561.93701,46029.21247
"Wyoming",2008,4.47,44.501868,321162.083333333,16690.249,46500.44832
"Wyoming",2007,4.1,44.017926,NA,15535.55201,45633.48639
"Wyoming",2006,4.04,43.524248,NA,14946.61201,45400.36984
"Wyoming",2005,3.99,43.890042,NA,14137.72702,45567.30697
"Wyoming",2004,3.91,44.689113,NA,13539.51299,44807.60443
"Wyoming",2003,3.65,44.169954,NA,13253.83601,43626.602
"Wyoming",2002,3.55,42.990901,NA,12874.05999,43783.839
"Wyoming",2001,3.43,44.427858,NA,12949.50501,44776.938
